keycol,delay,Taxi_Rides
124_21_19,0,58
125_21_19,1,79
126_21_19,0,45
127_21_19,0,17
128_21_19,0,206
129_21_19,0,56
130_21_19,0,40
131_21_19,0,33
132_21_19,0,32
133_21_19,1,27
134_21_19,2,21
135_21_19,0,18
136_21_19,0,8
137_21_19,0,20
140_21_19,0,29
224_21_19,0,2
225_21_19,1,4
228_21_19,0,12
229_21_19,0,4
230_21_19,0,23
231_21_19,1,2
233_21_19,0,1
234_21_19,0,1
235_21_19,0,4
236_21_19,0,2
237_21_19,0,2
239_21_19,0,1
302_21_19,2,1
415_21_19,0,1
418_21_19,0,24
419_21_19,0,22
420_21_19,1,12
619_21_19,0,1
621_21_19,0,3
622_21_19,0,4
623_21_19,0,4
624_21_19,1,2
625_21_19,0,42
626_21_19,0,74
627_21_19,0,71
628_21_19,0,48
629_21_19,0,82
630_21_19,0,137
631_21_19,0,73
632_21_19,1,82
633_21_19,1,96
634_21_19,1,73
635_21_19,0,41
636_21_19,0,31
637_21_19,0,37
638_21_19,0,30
640_21_19,2,13
0_21_20,2,37
0_21_20,2,5
0_21_20,2,8
0_21_20,2,29
0_21_20,2,21
0_21_20,2,5
0_21_20,2,6
113_21_20,2,4
114_21_20,3,6
115_21_20,1,2
116_21_20,3,8
117_21_20,3,7
118_21_20,3,13
119_21_20,3,15
120_21_20,4,22
121_21_20,3,31
122_21_20,3,37
123_21_20,5,52
124_21_20,2,57
125_21_20,2,119
126_21_20,3,63
127_21_20,5,29
128_21_20,7,169
129_21_20,3,45
130_21_20,3,36
131_21_20,3,43
132_21_20,4,38
133_21_20,2,24
134_21_20,4,15
135_21_20,3,13
136_21_20,3,6
137_21_20,4,14
138_21_20,2,1
140_21_20,1,18
221_21_20,4,1
225_21_20,2,5
226_21_20,2,1
227_21_20,2,1
228_21_20,2,10
229_21_20,2,4
230_21_20,2,23
231_21_20,2,1
232_21_20,2,4
234_21_20,4,1
235_21_20,4,4
237_21_20,2,1
249_21_20,2,1
418_21_20,2,13
419_21_20,2,18
420_21_20,2,16
621_21_20,4,9
622_21_20,2,4
623_21_20,2,1
624_21_20,2,3
625_21_20,2,14
626_21_20,4,59
627_21_20,2,33
628_21_20,2,23
629_21_20,4,67
630_21_20,2,106
631_21_20,4,61
632_21_20,3,59
633_21_20,2,105
634_21_20,3,52
635_21_20,4,39
636_21_20,2,26
637_21_20,2,27
638_21_20,3,44
640_21_20,4,12
0_22_7,0,37
0_22_7,0,19
0_22_7,0,42
0_22_7,0,5
0_22_7,0,1
112_22_7,0,3
113_22_7,1,6
114_22_7,2,2
115_22_7,0,5
116_22_7,0,5
117_22_7,0,4
118_22_7,0,17
119_22_7,0,17
120_22_7,0,12
121_22_7,0,24
122_22_7,0,12
123_22_7,0,27
124_22_7,0,28
125_22_7,0,25
126_22_7,1,20
127_22_7,0,17
128_22_7,0,412
129_22_7,0,20
130_22_7,0,14
131_22_7,0,17
132_22_7,0,23
133_22_7,0,13
134_22_7,1,4
135_22_7,0,1
137_22_7,0,7
140_22_7,0,14
224_22_7,0,3
225_22_7,0,3
226_22_7,0,3
228_22_7,0,3
229_22_7,0,2
230_22_7,0,9
234_22_7,0,1
235_22_7,0,5
236_22_7,0,3
237_22_7,0,1
418_22_7,0,4
419_22_7,0,2
420_22_7,0,3
423_22_7,0,1
621_22_7,0,4
622_22_7,1,4
623_22_7,0,2
624_22_7,0,4
625_22_7,0,14
626_22_7,0,52
627_22_7,0,32
628_22_7,0,18
629_22_7,0,13
630_22_7,0,21
631_22_7,0,89
632_22_7,0,33
633_22_7,0,22
634_22_7,0,49
635_22_7,0,19
636_22_7,0,20
637_22_7,0,15
638_22_7,0,22
640_22_7,0,2
0_22_8,0,29
0_22_8,0,4
0_22_8,0,24
0_22_8,0,34
0_22_8,0,10
0_22_8,0,2
0_22_8,0,2
0_22_8,0,1
112_22_8,0,2
113_22_8,0,4
114_22_8,0,5
115_22_8,1,5
116_22_8,1,6
117_22_8,0,7
118_22_8,0,27
119_22_8,0,21
120_22_8,1,21
121_22_8,0,32
122_22_8,0,24
123_22_8,1,54
124_22_8,3,35
125_22_8,0,43
126_22_8,0,29
127_22_8,1,19
128_22_8,1,346
129_22_8,0,29
130_22_8,0,44
131_22_8,0,26
132_22_8,1,27
133_22_8,0,14
134_22_8,0,6
135_22_8,1,3
136_22_8,0,3
137_22_8,1,16
140_22_8,0,21
224_22_8,0,5
225_22_8,0,5
226_22_8,0,3
227_22_8,0,2
228_22_8,1,10
229_22_8,1,1
230_22_8,1,15
231_22_8,0,2
234_22_8,0,3
235_22_8,1,4
416_22_8,0,1
418_22_8,0,9
419_22_8,0,5
420_22_8,0,8
621_22_8,0,4
622_22_8,0,6
623_22_8,0,3
624_22_8,1,2
625_22_8,1,28
626_22_8,0,55
627_22_8,0,29
628_22_8,1,18
629_22_8,0,15
630_22_8,0,54
631_22_8,0,114
632_22_8,0,63
633_22_8,0,54
634_22_8,0,48
635_22_8,0,27
636_22_8,0,25
637_22_8,0,23
638_22_8,0,19
640_22_8,0,4
0_22_9,0,38
0_22_9,0,2
0_22_9,0,18
0_22_9,0,28
0_22_9,0,8
0_22_9,0,2
0_22_9,0,2
0_22_9,0,2
112_22_9,0,1
113_22_9,0,6
114_22_9,0,3
115_22_9,0,2
116_22_9,1,7
117_22_9,0,13
118_22_9,0,23
119_22_9,0,33
120_22_9,0,33
121_22_9,1,33
122_22_9,0,20
123_22_9,0,59
124_22_9,0,26
125_22_9,0,53
126_22_9,0,21
127_22_9,0,20
128_22_9,0,298
129_22_9,2,48
130_22_9,0,45
131_22_9,1,25
132_22_9,0,27
133_22_9,0,11
134_22_9,0,4
135_22_9,1,5
136_22_9,2,3
137_22_9,0,17
140_22_9,0,12
224_22_9,0,1
225_22_9,1,2
226_22_9,1,4
228_22_9,0,8
229_22_9,0,6
230_22_9,0,16
232_22_9,0,3
233_22_9,0,1
234_22_9,0,2
235_22_9,0,5
236_22_9,0,1
237_22_9,0,1
418_22_9,0,5
419_22_9,1,5
420_22_9,0,7
621_22_9,2,1
622_22_9,1,4
623_22_9,0,3
624_22_9,0,3
625_22_9,1,25
626_22_9,0,74
627_22_9,0,28
628_22_9,0,17
629_22_9,0,12
630_22_9,0,48
631_22_9,0,90
632_22_9,0,47
633_22_9,0,61
634_22_9,1,64
635_22_9,0,33
636_22_9,1,31
637_22_9,0,19
638_22_9,1,28
640_22_9,2,5
0_22_10,0,29
0_22_10,0,2
0_22_10,0,11
0_22_10,0,38
0_22_10,0,9
0_22_10,0,1
106_22_10,3,1
112_22_10,1,1
113_22_10,0,2
114_22_10,0,2
115_22_10,1,3
116_22_10,1,6
117_22_10,1,6
118_22_10,1,19
119_22_10,2,15
120_22_10,1,29
121_22_10,0,45
122_22_10,1,27
123_22_10,1,57
124_22_10,0,47
125_22_10,0,72
126_22_10,0,35
127_22_10,2,10
128_22_10,0,300
129_22_10,0,32
130_22_10,0,38
131_22_10,1,20
132_22_10,0,15
133_22_10,0,19
134_22_10,0,9
135_22_10,0,12
136_22_10,0,6
137_22_10,0,10
138_22_10,3,2
140_22_10,0,14
225_22_10,0,2
227_22_10,0,1
228_22_10,1,9
229_22_10,0,2
230_22_10,1,15
231_22_10,0,2
234_22_10,0,1
235_22_10,0,2
236_22_10,1,1
301_22_10,1,1
416_22_10,0,1
418_22_10,0,10
419_22_10,0,6
420_22_10,0,5
423_22_10,0,1
621_22_10,1,4
622_22_10,2,1
623_22_10,2,2
624_22_10,1,3
625_22_10,0,13
626_22_10,1,80
627_22_10,3,45
628_22_10,2,32
629_22_10,2,40
630_22_10,2,42
631_22_10,1,62
632_22_10,2,62
633_22_10,2,58
634_22_10,2,54
635_22_10,0,34
636_22_10,1,29
637_22_10,1,14
638_22_10,0,16
640_22_10,2,11
0_22_11,0,34
0_22_11,0,10
0_22_11,0,14
0_22_11,0,37
0_22_11,0,7
0_22_11,0,1
0_22_11,0,3
0_22_11,0,2
0_22_11,0,1
113_22_11,0,2
115_22_11,0,1
116_22_11,0,2
117_22_11,3,6
118_22_11,0,21
119_22_11,0,27
120_22_11,0,23
121_22_11,1,34
122_22_11,1,34
123_22_11,1,63
124_22_11,2,51
125_22_11,0,61
126_22_11,1,28
127_22_11,0,23
128_22_11,3,228
129_22_11,0,36
130_22_11,1,39
131_22_11,1,11
132_22_11,1,24
133_22_11,0,18
134_22_11,0,8
135_22_11,0,5
136_22_11,2,6
137_22_11,1,12
138_22_11,2,3
140_22_11,0,23
224_22_11,0,1
225_22_11,0,4
226_22_11,0,2
228_22_11,1,12
230_22_11,1,17
231_22_11,1,1
232_22_11,1,2
237_22_11,0,1
243_22_11,1,1
415_22_11,1,1
416_22_11,0,1
418_22_11,1,27
419_22_11,0,13
420_22_11,0,19
619_22_11,0,1
621_22_11,0,10
622_22_11,1,5
623_22_11,0,2
624_22_11,0,6
625_22_11,0,42
626_22_11,0,111
627_22_11,0,58
628_22_11,0,44
629_22_11,1,64
630_22_11,1,76
631_22_11,1,83
632_22_11,1,101
633_22_11,1,82
634_22_11,1,86
635_22_11,1,89
636_22_11,1,47
637_22_11,1,32
638_22_11,2,32
640_22_11,3,16
0_22_12,0,40
0_22_12,0,13
0_22_12,0,16
0_22_12,0,35
0_22_12,0,12
0_22_12,0,2
0_22_12,0,2
0_22_12,0,7
112_22_12,0,1
113_22_12,2,5
114_22_12,0,4
115_22_12,0,2
116_22_12,0,1
117_22_12,0,11
118_22_12,0,20
119_22_12,0,18
120_22_12,0,24
121_22_12,0,35
122_22_12,2,43
123_22_12,0,68
124_22_12,3,61
125_22_12,0,64
126_22_12,0,33
127_22_12,0,15
128_22_12,0,214
129_22_12,3,46
130_22_12,0,41
131_22_12,1,33
132_22_12,1,24
133_22_12,2,15
134_22_12,3,18
135_22_12,1,18
136_22_12,1,4
137_22_12,0,8
138_22_12,4,2
140_22_12,0,25
224_22_12,0,1
225_22_12,0,3
226_22_12,0,5
227_22_12,0,1
228_22_12,0,15
229_22_12,0,10
230_22_12,0,9
234_22_12,0,2
235_22_12,0,1
237_22_12,0,1
409_22_12,2,1
415_22_12,0,1
418_22_12,0,14
419_22_12,0,11
420_22_12,0,21
423_22_12,0,1
621_22_12,1,6
622_22_12,2,4
623_22_12,2,1
625_22_12,2,18
626_22_12,1,96
627_22_12,2,44
628_22_12,2,58
629_22_12,1,84
630_22_12,1,51
631_22_12,1,73
632_22_12,3,57
633_22_12,2,66
634_22_12,2,44
635_22_12,1,43
636_22_12,2,30
637_22_12,1,29
638_22_12,2,28
640_22_12,0,10
0_22_13,0,36
0_22_13,0,5
0_22_13,0,11
0_22_13,0,32
0_22_13,0,4
0_22_13,0,11
0_22_13,0,1
0_22_13,0,3
112_22_13,1,2
113_22_13,0,3
114_22_13,1,1
116_22_13,1,4
117_22_13,0,11
118_22_13,0,17
119_22_13,0,10
120_22_13,0,25
121_22_13,1,39
122_22_13,1,32
123_22_13,1,46
124_22_13,1,48
125_22_13,0,81
126_22_13,0,23
127_22_13,0,19
128_22_13,0,218
129_22_13,0,51
130_22_13,2,38
131_22_13,0,24
132_22_13,0,17
133_22_13,2,15
134_22_13,0,9
135_22_13,0,6
136_22_13,2,5
137_22_13,0,15
140_22_13,0,17
225_22_13,0,2
226_22_13,0,3
227_22_13,0,1
228_22_13,0,14
229_22_13,0,3
230_22_13,0,23
232_22_13,0,1
234_22_13,0,1
235_22_13,0,4
237_22_13,0,2
249_22_13,1,1
302_22_13,1,1
415_22_13,0,1
418_22_13,0,14
419_22_13,0,11
420_22_13,0,17
621_22_13,1,2
623_22_13,0,3
624_22_13,0,5
625_22_13,0,18
626_22_13,0,71
627_22_13,0,41
628_22_13,0,27
629_22_13,0,66
630_22_13,0,49
631_22_13,1,48
632_22_13,1,56
633_22_13,1,70
634_22_13,1,44
635_22_13,1,31
636_22_13,1,25
637_22_13,1,24
638_22_13,1,21
640_22_13,2,5
0_22_14,0,35
0_22_14,0,6
0_22_14,0,15
0_22_14,0,33
0_22_14,0,2
0_22_14,0,6
113_22_14,0,3
114_22_14,0,1
115_22_14,0,2
116_22_14,0,6
117_22_14,0,12
118_22_14,2,23
119_22_14,0,10
120_22_14,0,33
121_22_14,0,25
122_22_14,0,27
123_22_14,1,67
124_22_14,1,58
125_22_14,0,75
126_22_14,0,39
127_22_14,0,15
128_22_14,0,213
129_22_14,1,41
130_22_14,1,21
131_22_14,2,36
132_22_14,1,18
133_22_14,0,18
134_22_14,1,7
135_22_14,2,9
136_22_14,0,7
137_22_14,0,6
140_22_14,0,19
222_22_14,1,1
224_22_14,0,2
225_22_14,0,2
226_22_14,0,4
227_22_14,0,1
228_22_14,0,15
229_22_14,0,6
230_22_14,0,15
231_22_14,0,1
232_22_14,0,2
233_22_14,0,1
235_22_14,0,3
236_22_14,0,1
418_22_14,0,17
419_22_14,0,9
420_22_14,0,19
423_22_14,0,2
621_22_14,1,3
622_22_14,1,5
623_22_14,1,3
624_22_14,2,3
625_22_14,0,22
626_22_14,1,81
627_22_14,1,54
628_22_14,0,25
629_22_14,1,66
630_22_14,0,52
631_22_14,0,39
632_22_14,0,55
633_22_14,0,64
634_22_14,0,62
635_22_14,0,29
636_22_14,0,22
637_22_14,0,24
638_22_14,0,34
640_22_14,0,9
0_22_15,0,37
0_22_15,0,8
0_22_15,0,17
0_22_15,0,15
0_22_15,0,5
0_22_15,0,3
0_22_15,0,2
0_22_15,0,5
114_22_15,2,1
115_22_15,3,1
116_22_15,3,5
117_22_15,1,11
118_22_15,1,13
119_22_15,3,12
120_22_15,2,27
121_22_15,0,37
122_22_15,1,35
123_22_15,0,68
124_22_15,0,56
125_22_15,0,78
126_22_15,0,28
127_22_15,0,24
128_22_15,0,152
129_22_15,0,35
130_22_15,0,41
131_22_15,0,29
132_22_15,0,19
133_22_15,2,17
134_22_15,0,4
135_22_15,2,2
136_22_15,1,6
137_22_15,1,10
138_22_15,4,1
140_22_15,1,14
224_22_15,0,1
226_22_15,0,4
227_22_15,0,1
228_22_15,0,14
229_22_15,0,2
230_22_15,1,6
232_22_15,1,1
301_22_15,0,1
406_22_15,1,1
416_22_15,0,2
418_22_15,0,9
419_22_15,0,6
420_22_15,0,21
621_22_15,0,4
623_22_15,0,5
624_22_15,0,2
625_22_15,0,15
626_22_15,0,85
627_22_15,0,46
628_22_15,0,23
629_22_15,0,55
630_22_15,0,54
631_22_15,0,39
632_22_15,1,49
633_22_15,1,39
634_22_15,0,49
635_22_15,0,25
636_22_15,0,28
637_22_15,0,15
638_22_15,0,26
640_22_15,0,9
0_22_16,0,29
0_22_16,0,4
0_22_16,0,12
0_22_16,0,20
0_22_16,0,2
0_22_16,0,7
0_22_16,0,1
0_22_16,0,4
106_22_16,0,1
107_22_16,0,1
112_22_16,0,3
113_22_16,0,4
114_22_16,1,4
115_22_16,0,3
116_22_16,1,4
117_22_16,2,27
118_22_16,2,28
119_22_16,1,17
120_22_16,1,33
121_22_16,2,45
122_22_16,1,23
123_22_16,2,62
124_22_16,2,50
125_22_16,1,55
126_22_16,1,30
127_22_16,1,9
128_22_16,1,145
129_22_16,2,38
130_22_16,4,30
131_22_16,1,21
132_22_16,1,20
133_22_16,1,10
134_22_16,1,4
135_22_16,2,2
136_22_16,2,2
137_22_16,1,8
140_22_16,0,19
226_22_16,0,1
227_22_16,0,1
228_22_16,0,7
230_22_16,0,2
232_22_16,0,2
233_22_16,1,1
237_22_16,0,2
418_22_16,0,16
419_22_16,0,6
420_22_16,0,9
621_22_16,0,2
622_22_16,0,1
623_22_16,1,1
624_22_16,0,2
625_22_16,0,9
626_22_16,0,75
627_22_16,0,41
628_22_16,0,14
629_22_16,0,34
630_22_16,0,39
631_22_16,0,27
632_22_16,0,50
633_22_16,0,54
634_22_16,0,50
635_22_16,1,39
636_22_16,1,22
637_22_16,1,37
638_22_16,0,26
640_22_16,0,9
0_22_17,0,39
0_22_17,0,12
0_22_17,0,12
0_22_17,0,12
0_22_17,0,14
0_22_17,0,2
0_22_17,0,3
0_22_17,0,5
112_22_17,0,4
113_22_17,0,6
114_22_17,0,11
115_22_17,0,4
116_22_17,1,19
117_22_17,0,43
118_22_17,1,60
119_22_17,0,29
120_22_17,0,42
121_22_17,0,58
122_22_17,0,48
123_22_17,0,68
124_22_17,1,102
125_22_17,0,69
126_22_17,0,36
127_22_17,0,5
128_22_17,0,121
129_22_17,0,40
130_22_17,1,30
131_22_17,0,31
132_22_17,0,15
133_22_17,3,20
134_22_17,1,7
135_22_17,3,1
136_22_17,0,2
137_22_17,0,9
140_22_17,0,23
224_22_17,0,2
225_22_17,0,2
226_22_17,0,3
227_22_17,0,2
228_22_17,0,16
229_22_17,0,4
230_22_17,0,13
235_22_17,0,2
237_22_17,0,1
416_22_17,0,1
418_22_17,0,15
419_22_17,0,10
420_22_17,0,16
621_22_17,0,11
622_22_17,0,2
623_22_17,0,3
624_22_17,2,4
625_22_17,1,14
626_22_17,0,78
627_22_17,1,54
628_22_17,1,33
629_22_17,0,97
630_22_17,0,49
631_22_17,0,50
632_22_17,0,65
633_22_17,0,58
634_22_17,0,55
635_22_17,0,38
636_22_17,0,37
637_22_17,1,26
638_22_17,2,33
640_22_17,1,7
0_22_18,0,56
0_22_18,0,5
0_22_18,0,19
0_22_18,0,32
0_22_18,0,17
0_22_18,0,2
0_22_18,0,2
0_22_18,0,4
112_22_18,2,6
113_22_18,1,3
114_22_18,1,4
115_22_18,0,2
116_22_18,0,4
117_22_18,1,9
118_22_18,1,20
119_22_18,1,25
120_22_18,0,66
121_22_18,1,40
122_22_18,1,38
123_22_18,0,96
124_22_18,1,86
125_22_18,0,134
126_22_18,0,48
127_22_18,0,6
128_22_18,0,172
129_22_18,0,34
130_22_18,0,48
131_22_18,1,30
132_22_18,0,27
133_22_18,1,28
134_22_18,0,16
135_22_18,0,1
136_22_18,0,13
137_22_18,1,14
140_22_18,0,33
224_22_18,0,2
225_22_18,1,4
226_22_18,0,4
227_22_18,0,3
228_22_18,0,14
229_22_18,0,3
230_22_18,0,15
231_22_18,0,1
232_22_18,1,1
234_22_18,0,6
235_22_18,0,2
236_22_18,0,2
237_22_18,0,3
415_22_18,0,1
416_22_18,0,1
418_22_18,0,21
419_22_18,0,11
420_22_18,0,8
618_22_18,1,1
621_22_18,1,5
622_22_18,1,2
623_22_18,0,1
624_22_18,0,7
625_22_18,1,32
626_22_18,0,90
627_22_18,1,52
628_22_18,0,33
629_22_18,0,93
630_22_18,0,65
631_22_18,0,60
632_22_18,0,34
633_22_18,1,82
634_22_18,1,81
635_22_18,0,64
636_22_18,0,42
637_22_18,0,33
638_22_18,0,45
640_22_18,0,7
0_22_19,0,40
0_22_19,0,6
0_22_19,0,13
0_22_19,0,38
0_22_19,0,16
0_22_19,0,1
0_22_19,0,1
0_22_19,0,6
112_22_19,0,2
113_22_19,0,3
114_22_19,1,2
115_22_19,0,7
116_22_19,0,4
117_22_19,2,10
118_22_19,0,30
119_22_19,0,23
120_22_19,0,57
121_22_19,0,39
122_22_19,1,55
123_22_19,0,67
124_22_19,1,56
125_22_19,0,73
126_22_19,1,38
127_22_19,0,29
128_22_19,0,150
129_22_19,0,45
130_22_19,1,65
131_22_19,0,31
132_22_19,1,38
133_22_19,2,43
134_22_19,0,20
135_22_19,0,2
136_22_19,1,8
137_22_19,0,16
138_22_19,2,1
140_22_19,0,18
225_22_19,0,10
226_22_19,0,3
227_22_19,0,1
228_22_19,0,9
229_22_19,0,11
230_22_19,0,11
231_22_19,1,1
232_22_19,0,1
233_22_19,0,1
234_22_19,0,3
235_22_19,0,3
237_22_19,1,1
249_22_19,1,1
418_22_19,0,22
419_22_19,0,13
420_22_19,0,7
423_22_19,0,1
621_22_19,0,7
622_22_19,1,8
623_22_19,1,4
624_22_19,0,9
625_22_19,0,25
626_22_19,1,122
627_22_19,1,69
628_22_19,0,74
629_22_19,0,91
630_22_19,0,82
631_22_19,0,41
632_22_19,0,67
633_22_19,0,103
634_22_19,0,106
635_22_19,0,56
636_22_19,1,35
637_22_19,0,29
638_22_19,0,44
640_22_19,0,11
0_22_20,2,31
0_22_20,2,16
0_22_20,2,8
0_22_20,2,29
0_22_20,2,19
0_22_20,2,5
112_22_20,3,1
113_22_20,3,6
114_22_20,2,3
115_22_20,3,3
116_22_20,3,5
117_22_20,3,3
118_22_20,2,20
119_22_20,3,24
120_22_20,5,45
121_22_20,2,31
122_22_20,2,39
123_22_20,4,67
124_22_20,2,57
125_22_20,2,106
126_22_20,2,67
127_22_20,4,17
128_22_20,4,208
129_22_20,2,54
130_22_20,3,60
131_22_20,2,37
132_22_20,4,29
133_22_20,3,33
134_22_20,2,12
135_22_20,2,3
136_22_20,2,4
137_22_20,4,18
140_22_20,1,21
225_22_20,3,9
226_22_20,2,5
228_22_20,2,14
229_22_20,2,3
230_22_20,2,9
231_22_20,2,3
233_22_20,2,1
234_22_20,4,3
235_22_20,4,2
237_22_20,2,1
239_22_20,4,4
418_22_20,2,20
419_22_20,2,17
420_22_20,2,8
423_22_20,2,1
621_22_20,4,7
622_22_20,2,6
623_22_20,2,4
624_22_20,2,3
625_22_20,2,17
626_22_20,4,60
627_22_20,2,36
628_22_20,2,28
629_22_20,6,78
630_22_20,2,113
631_22_20,4,50
632_22_20,3,43
633_22_20,2,92
634_22_20,2,52
635_22_20,4,61
636_22_20,2,30
637_22_20,2,27
638_22_20,4,51
640_22_20,4,9
0_23_7,0,47
0_23_7,0,3
0_23_7,0,22
0_23_7,0,39
0_23_7,0,11
0_23_7,0,2
0_23_7,0,1
111_23_7,0,1
112_23_7,0,1
113_23_7,1,4
114_23_7,0,3
115_23_7,1,7
116_23_7,0,8
117_23_7,0,9
118_23_7,0,16
119_23_7,0,22
120_23_7,0,23
121_23_7,0,21
122_23_7,0,18
123_23_7,0,36
124_23_7,0,28
125_23_7,0,33
126_23_7,0,13
127_23_7,0,24
128_23_7,0,401
129_23_7,0,23
130_23_7,0,34
131_23_7,1,18
132_23_7,0,18
133_23_7,0,8
134_23_7,0,4
135_23_7,0,2
136_23_7,0,2
137_23_7,0,10
140_23_7,0,14
224_23_7,0,8
225_23_7,0,3
227_23_7,0,4
228_23_7,0,8
229_23_7,0,2
230_23_7,1,14
234_23_7,0,1
235_23_7,0,7
236_23_7,1,1
237_23_7,1,2
254_23_7,0,1
302_23_7,0,1
412_23_7,0,1
418_23_7,0,4
419_23_7,0,2
420_23_7,0,4
423_23_7,0,1
621_23_7,0,12
622_23_7,0,6
623_23_7,0,2
624_23_7,0,3
625_23_7,0,28
626_23_7,0,60
627_23_7,1,28
628_23_7,0,21
629_23_7,0,7
630_23_7,0,26
631_23_7,0,102
632_23_7,1,43
633_23_7,1,24
634_23_7,1,39
635_23_7,0,23
636_23_7,1,18
637_23_7,1,15
638_23_7,1,15
0_23_8,0,48
0_23_8,0,1
0_23_8,0,19
0_23_8,0,31
0_23_8,0,9
0_23_8,0,1
0_23_8,0,2
106_23_8,0,1
112_23_8,0,1
113_23_8,1,6
114_23_8,1,7
115_23_8,0,6
116_23_8,0,11
117_23_8,1,10
118_23_8,0,20
119_23_8,1,16
120_23_8,1,29
121_23_8,0,29
122_23_8,0,20
123_23_8,0,49
124_23_8,1,39
125_23_8,0,46
126_23_8,0,23
127_23_8,2,15
128_23_8,2,340
129_23_8,0,42
130_23_8,1,30
131_23_8,0,19
132_23_8,2,17
133_23_8,0,12
134_23_8,1,6
135_23_8,1,4
136_23_8,1,1
137_23_8,2,13
140_23_8,0,18
224_23_8,0,1
225_23_8,1,4
226_23_8,2,2
227_23_8,1,3
228_23_8,2,14
229_23_8,1,5
230_23_8,1,15
231_23_8,0,1
232_23_8,0,2
234_23_8,0,1
235_23_8,0,4
236_23_8,2,1
237_23_8,0,1
302_23_8,0,1
418_23_8,0,5
419_23_8,0,3
420_23_8,0,5
612_23_8,1,1
621_23_8,0,3
622_23_8,0,1
623_23_8,0,2
624_23_8,1,6
625_23_8,1,29
626_23_8,0,61
627_23_8,0,42
628_23_8,0,24
629_23_8,0,16
630_23_8,0,61
631_23_8,0,114
632_23_8,0,50
633_23_8,1,61
634_23_8,2,47
635_23_8,0,32
636_23_8,1,24
637_23_8,0,19
638_23_8,0,29
640_23_8,0,5
0_23_9,0,37
0_23_9,0,2
0_23_9,0,13
0_23_9,0,29
0_23_9,0,14
0_23_9,0,1
0_23_9,0,3
111_23_9,1,1
112_23_9,1,2
113_23_9,0,3
114_23_9,0,4
115_23_9,1,5
116_23_9,0,3
117_23_9,0,6
118_23_9,0,30
119_23_9,1,20
120_23_9,0,29
121_23_9,0,35
122_23_9,1,27
123_23_9,0,46
124_23_9,2,47
125_23_9,0,61
126_23_9,0,22
127_23_9,0,26
128_23_9,0,306
129_23_9,2,51
130_23_9,1,34
131_23_9,2,30
132_23_9,0,34
133_23_9,0,9
134_23_9,1,16
135_23_9,0,3
136_23_9,0,4
137_23_9,1,24
140_23_9,0,27
226_23_9,0,3
227_23_9,0,2
228_23_9,0,6
229_23_9,0,8
230_23_9,0,15
234_23_9,0,1
235_23_9,0,2
236_23_9,0,2
302_23_9,2,1
418_23_9,0,10
419_23_9,0,2
420_23_9,0,8
621_23_9,0,4
622_23_9,0,3
623_23_9,0,3
624_23_9,0,4
625_23_9,0,24
626_23_9,0,75
627_23_9,0,36
628_23_9,0,26
629_23_9,0,9
630_23_9,0,41
631_23_9,0,66
632_23_9,1,63
633_23_9,1,53
634_23_9,0,60
635_23_9,0,30
636_23_9,1,21
637_23_9,1,26
638_23_9,1,15
640_23_9,0,3
0_23_10,0,24
0_23_10,0,8
0_23_10,0,9
0_23_10,0,38
0_23_10,0,7
0_23_10,0,4
0_23_10,0,3
0_23_10,0,6
103_23_10,1,1
112_23_10,1,5
113_23_10,0,2
114_23_10,2,1
115_23_10,0,1
116_23_10,1,6
117_23_10,0,6
118_23_10,0,20
119_23_10,1,13
120_23_10,0,36
121_23_10,0,36
122_23_10,1,28
123_23_10,0,32
124_23_10,1,35
125_23_10,0,55
126_23_10,1,30
127_23_10,0,12
128_23_10,0,259
129_23_10,1,43
130_23_10,1,30
131_23_10,1,24
132_23_10,0,28
133_23_10,0,21
134_23_10,0,8
135_23_10,0,8
136_23_10,0,6
137_23_10,0,13
138_23_10,2,4
140_23_10,0,17
225_23_10,0,3
226_23_10,0,4
227_23_10,0,1
228_23_10,0,8
229_23_10,1,6
230_23_10,1,15
232_23_10,0,1
234_23_10,0,1
239_23_10,0,1
248_23_10,2,1
416_23_10,0,1
418_23_10,0,7
419_23_10,0,14
420_23_10,1,14
621_23_10,0,3
622_23_10,0,1
623_23_10,0,2
624_23_10,1,3
625_23_10,1,23
626_23_10,0,74
627_23_10,0,33
628_23_10,0,36
629_23_10,0,31
630_23_10,0,36
631_23_10,0,58
632_23_10,0,59
633_23_10,3,35
634_23_10,2,45
635_23_10,0,35
636_23_10,0,24
637_23_10,0,17
638_23_10,1,31
640_23_10,1,4
0_23_11,0,44
0_23_11,0,13
0_23_11,0,6
0_23_11,0,32
0_23_11,0,4
0_23_11,0,2
0_23_11,0,5
106_23_11,1,1
107_23_11,2,1
112_23_11,1,3
114_23_11,2,3
115_23_11,0,2
116_23_11,0,4
117_23_11,0,12
118_23_11,0,15
119_23_11,0,16
120_23_11,3,23
121_23_11,1,35
122_23_11,1,40
123_23_11,2,47
124_23_11,1,53
125_23_11,0,59
126_23_11,0,41
127_23_11,1,29
128_23_11,2,222
129_23_11,2,61
130_23_11,2,41
131_23_11,0,24
132_23_11,5,21
133_23_11,2,15
134_23_11,2,13
135_23_11,0,7
136_23_11,1,5
137_23_11,3,13
138_23_11,5,4
140_23_11,0,15
226_23_11,2,3
227_23_11,2,2
228_23_11,3,9
229_23_11,2,6
230_23_11,2,14
408_23_11,0,1
418_23_11,0,9
419_23_11,1,7
